year,province,cause,weather,deaths,seriousInjuries,minorInjuries,totalInjuries,severityScore,riskLevel
2025,"กระบี่","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",1,0,3,3,8,Medium
2025,"ชลบุรี","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,0,0,0,Low
2025,"กำแพงเพชร","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,4,4,4,Medium
2025,"เพชรบูรณ์","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,0,0,0,Low
2025,"ชลบุรี","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,0,0,0,Low
2025,"สุราษฎร์ธานี","ขับรถเร็วเกินอัตรากำหนด","ฝนตก",0,0,0,0,0,Low
2025,"ฉะเชิงเทรา","สูญเสียการควบคุม","ฝนตก",0,0,0,0,0,Low
2025,"ชลบุรี","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,0,0,0,Low
2025,"ขอนแก่น","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,0,0,0,Low
2025,"นครราชสีมา","ขับรถเร็วเกินอัตรากำหนด","ฝนตก",0,0,0,0,0,Low
2025,"จันทบุรี","ยางเสื่อมสภาพ/ยางแตก","แจ่มใส",0,0,1,1,1,Low
2025,"สมุทรปราการ","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,0,0,0,Low
2025,"ลพบุรี","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",1,0,0,0,5,Medium
2025,"เพชรบุรี","ฝ่าฝืนสัญญาณไฟ/เครื่องหมายจราจร","แจ่มใส",0,0,4,4,4,Medium
2025,"พิษณุโลก","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",2,0,0,0,10,High
2025,"สมุทรสาคร","คน/รถ/สัตว์ตัดหน้ากระชั้นชิด","แจ่มใส",1,0,0,0,5,Medium
2025,"ตาก","คน/รถ/สัตว์ตัดหน้ากระชั้นชิด","แจ่มใส",0,1,1,2,4,Medium
2025,"สุราษฎร์ธานี","ขับรถเร็วเกินอัตรากำหนด","ฝนตก",0,0,0,0,0,Low
2025,"สงขลา","แซงรถอย่างผิดกฎหมาย","แจ่มใส",0,0,1,1,1,Low
2025,"เชียงใหม่","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,1,1,1,Low
2025,"ระนอง","ขับรถเร็วเกินอัตรากำหนด","ฝนตก",0,0,0,0,0,Low
2025,"สระบุรี","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",1,0,5,5,10,High
2025,"ชลบุรี","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,0,0,0,Low
2025,"สมุทรสาคร","ขับรถเร็วเกินอัตรากำหนด","ฝนตก",0,0,0,0,0,Low
2025,"จันทบุรี","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,1,1,1,Low
2025,"ชลบุรี","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,0,0,0,Low
2025,"แพร่","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,1,1,1,Low
2025,"เชียงใหม่","หลับใน","แจ่มใส",0,0,1,1,1,Low
2025,"พิษณุโลก","สูญเสียการควบคุม","แจ่มใส",0,0,1,1,1,Low
2025,"พัทลุง","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,0,0,0,Low
2025,"กรุงเทพมหานคร","ขับรถเร็วเกินอัตรากำหนด","ฝนตก",0,0,1,1,1,Low
2025,"เพชรบุรี","หลับใน","แจ่มใส",0,0,0,0,0,Low
2025,"มุกดาหาร","คน/รถ/สัตว์ตัดหน้ากระชั้นชิด","แจ่มใส",0,0,0,0,0,Low
2025,"อุทัยธานี","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,1,0,1,3,Low
2025,"อุบลราชธานี","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,1,1,1,Low
2025,"ชัยนาท","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",1,0,0,0,5,Medium
2025,"ลพบุรี","หลับใน","แจ่มใส",0,0,0,0,0,Low
2025,"กรุงเทพมหานคร","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,1,1,1,Low
2025,"ตรัง","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,0,0,0,Low
2025,"มหาสารคาม","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",1,0,1,1,6,Medium
2025,"ลำพูน","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,0,0,0,Low
2025,"ฉะเชิงเทรา","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,1,1,1,Low
2025,"ชัยภูมิ","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,1,1,1,Low
2025,"ฉะเชิงเทรา","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",1,0,0,0,5,Medium
2025,"สมุทรปราการ","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,0,0,0,Low
2025,"นครราชสีมา","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,0,0,0,Low
2025,"ขอนแก่น","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,0,0,0,Low
2025,"ลำพูน","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,0,0,0,Low
2025,"กรุงเทพมหานคร","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,0,0,0,Low
2025,"สมุทรปราการ","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,0,0,0,Low
2025,"ระยอง","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,0,0,0,Low
2025,"ชุมพร","ขับรถเร็วเกินอัตรากำหนด","ฝนตก",0,0,1,1,1,Low
2025,"กรุงเทพมหานคร","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,1,1,1,Low
2025,"กรุงเทพมหานคร","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,0,0,0,Low
2025,"นครนายก","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,0,0,0,Low
2025,"เชียงใหม่","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,1,1,1,Low
2025,"ชุมพร","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,0,0,0,Low
2025,"พังงา","ขับรถเร็วเกินอัตรากำหนด","ฝนตก",0,0,0,0,0,Low
2025,"อ่างทอง","คน/รถ/สัตว์ตัดหน้ากระชั้นชิด","แจ่มใส",0,0,2,2,2,Low
2025,"น่าน","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,0,0,0,Low
2025,"ตาก","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,1,1,1,Low
2025,"กรุงเทพมหานคร","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,0,0,0,Low
2025,"ฉะเชิงเทรา","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,3,1,4,10,High
2025,"สุพรรณบุรี","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,0,0,0,Low
2025,"ปทุมธานี","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,4,4,4,Medium
2025,"ชลบุรี","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,0,0,0,Low
2025,"ประจวบคีรีขันธ์","ขับรถเร็วเกินอัตรากำหนด","ฝนตก",0,0,1,1,1,Low
2025,"กรุงเทพมหานคร","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,0,0,0,Low
2025,"ปราจีนบุรี","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,1,0,1,3,Low
2025,"เพชรบุรี","ถนนลื่น","ฝนตก",0,0,0,0,0,Low
2025,"อุดรธานี","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",1,3,0,3,14,High
2025,"นครราชสีมา","ขับรถเร็วเกินอัตรากำหนด","ฝนตก",0,0,1,1,1,Low
2025,"ชุมพร","ขับรถเร็วเกินอัตรากำหนด","ฝนตก",0,0,0,0,0,Low
2025,"ลพบุรี","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,1,1,1,Low
2025,"เพชรบุรี","ถนนลื่น","ฝนตก",0,0,1,1,1,Low
2025,"อุทัยธานี","คน/รถ/สัตว์ตัดหน้ากระชั้นชิด","แจ่มใส",1,0,0,0,5,Medium
2025,"ชลบุรี","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,0,0,0,Low
2025,"เพชรบูรณ์","ขับรถเร็วเกินอัตรากำหนด","ฝนตก",0,0,0,0,0,Low
2025,"เพชรบุรี","ถนนลื่น","ฝนตก",0,0,5,5,5,Medium
2025,"สมุทรปราการ","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,0,0,0,Low
2025,"ชุมพร","ขับรถเร็วเกินอัตรากำหนด","ฝนตก",0,1,1,2,4,Medium
2025,"นครราชสีมา","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,1,0,1,3,Low
2025,"กาญจนบุรี","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,1,1,1,Low
2025,"ร้อยเอ็ด","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,1,1,1,Low
2025,"สงขลา","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,9,9,9,Medium
2025,"ตราด","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,0,0,0,Low
2025,"กรุงเทพมหานคร","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,1,1,1,Low
2025,"สุราษฎร์ธานี","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,1,1,1,Low
2025,"ชลบุรี","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,0,0,0,Low
2025,"ชลบุรี","มีกองวัสดุ/สิ่งกีดขวาง","แจ่มใส",0,0,0,0,0,Low
2025,"ประจวบคีรีขันธ์","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,1,1,1,Low
2025,"ชัยภูมิ","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,1,1,1,Low
2025,"สมุทรปราการ","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,0,0,0,Low
2025,"ฉะเชิงเทรา","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,0,0,0,Low
2025,"เชียงใหม่","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,0,0,0,Low
2025,"พิจิตร","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,1,0,1,3,Low
2025,"กรุงเทพมหานคร","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,1,1,1,Low
2025,"อ่างทอง","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,0,0,0,Low
2025,"แพร่","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,2,2,2,Low
2025,"จันทบุรี","ขับรถเร็วเกินอัตรากำหนด","ฝนตก",0,0,0,0,0,Low
2025,"ชลบุรี","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,0,0,0,Low
2025,"สมุทรสาคร","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,0,0,0,Low
2025,"ชลบุรี","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",1,2,0,2,11,High
2025,"นราธิวาส","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",1,0,0,0,5,Medium
2025,"สกลนคร","หลับใน","แจ่มใส",0,0,1,1,1,Low
2025,"สุราษฎร์ธานี","ยางเสื่อมสภาพ/ยางแตก","แจ่มใส",0,0,1,1,1,Low
2025,"สระแก้ว","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,0,0,0,Low
2025,"สุราษฎร์ธานี","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,0,0,0,Low
2025,"กาญจนบุรี","ไม่คุ้นเคยเส้นทาง/ขับรถไม่ชำนาญ","แจ่มใส",0,0,0,0,0,Low
2025,"กรุงเทพมหานคร","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,0,0,0,Low
2025,"แพร่","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,1,1,1,Low
2025,"กรุงเทพมหานคร","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,1,1,1,Low
2025,"ปทุมธานี","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,1,1,2,4,Medium
2025,"สุราษฎร์ธานี","ถนนลื่น","ฝนตก",0,0,0,0,0,Low
2025,"สุราษฎร์ธานี","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,0,0,0,Low
2025,"จันทบุรี","คน/รถ/สัตว์ตัดหน้ากระชั้นชิด","แจ่มใส",0,0,1,1,1,Low
2025,"ประจวบคีรีขันธ์","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,0,0,0,Low
2025,"นราธิวาส","หลับใน","แจ่มใส",0,0,1,1,1,Low
2025,"กรุงเทพมหานคร","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,0,0,0,Low
2025,"กระบี่","ฝ่าฝืนสัญญาณไฟ/เครื่องหมายจราจร","ฝนตก",0,0,0,0,0,Low
2025,"อุดรธานี","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,0,0,0,Low
2025,"กรุงเทพมหานคร","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,1,0,1,3,Low
2025,"สุโขทัย","คน/รถ/สัตว์ตัดหน้ากระชั้นชิด","แจ่มใส",0,0,0,0,0,Low
2025,"ประจวบคีรีขันธ์","ขับรถเร็วเกินอัตรากำหนด","ฝนตก",0,0,0,0,0,Low
2025,"กรุงเทพมหานคร","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,1,1,1,Low
2025,"ระยอง","ขับรถเร็วเกินอัตรากำหนด","ฝนตก",0,0,0,0,0,Low
2025,"กรุงเทพมหานคร","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,0,0,0,Low
2025,"นครศรีธรรมราช","ขับรถเร็วเกินอัตรากำหนด","ฝนตก",0,0,2,2,2,Low
2025,"น่าน","ขับรถเร็วเกินอัตรากำหนด","ฝนตก",0,0,0,0,0,Low
2025,"นครศรีธรรมราช","คน/รถ/สัตว์ตัดหน้ากระชั้นชิด","แจ่มใส",0,1,0,1,3,Low
2025,"เพชรบูรณ์","ขับรถเร็วเกินอัตรากำหนด","ฝนตก",0,0,0,0,0,Low
2025,"เพชรบูรณ์","ขับรถเร็วเกินอัตรากำหนด","ฝนตก",0,0,0,0,0,Low
2025,"ยโสธร","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",1,0,0,0,5,Medium
2025,"นครราชสีมา","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,0,0,0,Low
2025,"กรุงเทพมหานคร","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,0,0,0,Low
2025,"ตาก","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",1,0,0,0,5,Medium
2025,"สุพรรณบุรี","ยางเสื่อมสภาพ/ยางแตก","แจ่มใส",0,0,0,0,0,Low
2025,"ตาก","แซงรถอย่างผิดกฎหมาย","ฝนตก",0,1,2,3,5,Medium
2025,"แพร่","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",1,0,0,0,5,Medium
2025,"ระยอง","คน/รถ/สัตว์ตัดหน้ากระชั้นชิด","แจ่มใส",1,2,6,8,17,High
2025,"กรุงเทพมหานคร","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,0,0,0,Low
2025,"เชียงใหม่","ขับรถเร็วเกินอัตรากำหนด","ฝนตก",0,0,0,0,0,Low
2025,"ชลบุรี","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,1,1,1,Low
2025,"ภูเก็ต","ขับรถเร็วเกินอัตรากำหนด","ฝนตก",0,0,0,0,0,Low
2025,"นครศรีธรรมราช","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,0,0,0,Low
2025,"สุราษฎร์ธานี","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,0,0,0,Low
2025,"จันทบุรี","หลับใน","แจ่มใส",0,0,1,1,1,Low
2025,"แพร่","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,0,0,0,Low
2025,"พัทลุง","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,0,0,0,Low
2025,"สิงห์บุรี","ยางเสื่อมสภาพ/ยางแตก","แจ่มใส",0,0,5,5,5,Medium
2025,"สงขลา","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,1,1,1,Low
2025,"สมุทรปราการ","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",1,0,0,0,5,Medium
2025,"กรุงเทพมหานคร","หลับใน","แจ่มใส",0,0,1,1,1,Low
2025,"อยุธยา","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,1,1,1,Low
2025,"ยโสธร","ขับรถเร็วเกินอัตรากำหนด","ฝนตก",0,0,0,0,0,Low
2025,"ลำปาง","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,0,0,0,Low
2025,"เชียงใหม่","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,0,0,0,Low
2025,"เพชรบุรี","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",2,0,0,0,10,High
2025,"อุดรธานี","ขับรถเร็วเกินอัตรากำหนด","ฝนตก",0,0,1,1,1,Low
2025,"สุโขทัย","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,1,1,1,Low
2025,"ชลบุรี","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,0,0,0,Low
2025,"ร้อยเอ็ด","ขับรถเร็วเกินอัตรากำหนด","ฝนตก",0,0,1,1,1,Low
2025,"อ่างทอง","หลับใน","แจ่มใส",0,0,0,0,0,Low
2025,"นครราชสีมา","หลับใน","แจ่มใส",0,0,0,0,0,Low
2025,"ร้อยเอ็ด","ขับรถเร็วเกินอัตรากำหนด","ฝนตก",0,0,1,1,1,Low
2025,"นครสวรรค์","คน/รถ/สัตว์ตัดหน้ากระชั้นชิด","แจ่มใส",1,0,0,0,5,Medium
2025,"สุพรรณบุรี","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,6,6,6,Medium
2025,"ตรัง","ขับรถย้อนศร","ฝนตก",0,0,2,2,2,Low
2025,"หนองบัวลำภู","หลับใน","แจ่มใส",0,0,0,0,0,Low
2025,"พัทลุง","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,1,0,1,3,Low
2025,"ร้อยเอ็ด","ขับรถเร็วเกินอัตรากำหนด","ฝนตก",0,0,1,1,1,Low
2025,"เชียงใหม่","ขับรถเร็วเกินอัตรากำหนด","ฝนตก",0,0,0,0,0,Low
2025,"นครราชสีมา","หลับใน","แจ่มใส",0,0,0,0,0,Low
2025,"ลำปาง","ขับรถเร็วเกินอัตรากำหนด","ฝนตก",0,0,0,0,0,Low
2025,"สมุทรสงคราม","ยางเสื่อมสภาพ/ยางแตก","แจ่มใส",0,0,2,2,2,Low
2025,"สุราษฎร์ธานี","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,0,0,0,Low
2025,"ระยอง","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,0,0,0,Low
2025,"เชียงใหม่","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,0,0,0,Low
2025,"สุราษฎร์ธานี","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,3,0,3,9,Medium
2025,"จันทบุรี","คน/รถ/สัตว์ตัดหน้ากระชั้นชิด","แจ่มใส",0,0,1,1,1,Low
2025,"นครราชสีมา","ถนนลื่น","ฝนตก",0,0,0,0,0,Low
2025,"แพร่","ขับรถเร็วเกินอัตรากำหนด","ฝนตก",0,0,0,0,0,Low
2025,"ชลบุรี","ขับรถเร็วเกินอัตรากำหนด","ฝนตก",0,0,0,0,0,Low
2025,"อุบลราชธานี","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,0,0,0,Low
2025,"เชียงใหม่","ขับรถเร็วเกินอัตรากำหนด","ฝนตก",0,0,1,1,1,Low
2025,"กรุงเทพมหานคร","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,0,0,0,Low
2025,"กรุงเทพมหานคร","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,0,0,0,Low
2025,"ฉะเชิงเทรา","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,0,0,0,Low
2025,"นนทบุรี","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,0,0,0,Low
2025,"ปัตตานี","หลับใน","แจ่มใส",0,0,1,1,1,Low
2025,"เพชรบุรี","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,0,0,0,Low
2025,"นครราชสีมา","ถนนลื่น","ฝนตก",0,0,0,0,0,Low
2025,"สมุทรสาคร","แซงรถอย่างผิดกฎหมาย","แจ่มใส",0,0,1,1,1,Low
2025,"ยโสธร","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,0,0,0,Low
2025,"อุบลราชธานี","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,0,0,0,Low
2025,"พัทลุง","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,0,0,0,Low
2025,"ชลบุรี","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,0,0,0,Low
2025,"นครราชสีมา","ขับรถเร็วเกินอัตรากำหนด","ฝนตก",0,0,0,0,0,Low
2025,"กรุงเทพมหานคร","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,0,0,0,Low
2025,"นครนายก","หลับใน","แจ่มใส",0,0,0,0,0,Low
2025,"นครพนม","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,1,1,1,Low
2025,"นครราชสีมา","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,0,0,0,Low
2025,"นครราชสีมา","หลับใน","แจ่มใส",0,0,0,0,0,Low
2025,"เชียงใหม่","ขับรถเร็วเกินอัตรากำหนด","ฝนตก",0,0,1,1,1,Low
2025,"สงขลา","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,0,0,0,Low
2025,"ตรัง","ฝ่าฝืนสัญญาณไฟ/เครื่องหมายจราจร","แจ่มใส",0,0,3,3,3,Low
2025,"มหาสารคาม","อุปกรณ์ยานพาหนะบกพร่อง","แจ่มใส",0,0,0,0,0,Low
2025,"ราชบุรี","คน/รถ/สัตว์ตัดหน้ากระชั้นชิด","แจ่มใส",0,1,0,1,3,Low
2025,"กาฬสินธุ์","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",1,0,0,0,5,Medium
2025,"พิษณุโลก","ขับรถเร็วเกินอัตรากำหนด","ฝนตก",0,0,0,0,0,Low
2025,"เชียงใหม่","ขับรถเร็วเกินอัตรากำหนด","ฝนตก",0,0,0,0,0,Low
2025,"แพร่","ขับรถเร็วเกินอัตรากำหนด","ฝนตก",0,0,0,0,0,Low
2025,"เลย","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,0,0,0,Low
2025,"กรุงเทพมหานคร","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,0,0,0,Low
2025,"แม่ฮ่องสอน","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,1,1,1,Low
2025,"ตราด","ขับรถเร็วเกินอัตรากำหนด","ภัยธรรมชาติ เช่น พายุ น้ำท่วม",0,0,0,0,0,Low
2025,"พิจิตร","ยางเสื่อมสภาพ/ยางแตก","แจ่มใส",0,0,0,0,0,Low
2025,"กรุงเทพมหานคร","หลับใน","แจ่มใส",0,0,1,1,1,Low
2025,"พัทลุง","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,0,0,0,Low
2025,"สมุทรสาคร","หลับใน","แจ่มใส",0,0,0,0,0,Low
2025,"ราชบุรี","คน/รถ/สัตว์ตัดหน้ากระชั้นชิด","แจ่มใส",0,1,1,2,4,Medium
2025,"กรุงเทพมหานคร","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,1,1,1,Low
2025,"นครราชสีมา","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,0,0,0,Low
2025,"นครพนม","ขับรถเร็วเกินอัตรากำหนด","ฝนตก",0,0,0,0,0,Low
2025,"สมุทรปราการ","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,1,1,1,Low
2025,"สมุทรสงคราม","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,0,0,0,Low
2025,"ชุมพร","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,1,1,1,Low
2025,"ชลบุรี","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",1,0,1,1,6,Medium
2025,"กรุงเทพมหานคร","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,3,3,3,Low
2025,"เพชรบุรี","ถนนลื่น","ฝนตก",0,0,0,0,0,Low
2025,"ชลบุรี","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,1,1,1,Low
2025,"ประจวบคีรีขันธ์","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,0,0,0,Low
2025,"นครสวรรค์","ยางเสื่อมสภาพ/ยางแตก","แจ่มใส",0,0,0,0,0,Low
2025,"อุบลราชธานี","ขับรถเร็วเกินอัตรากำหนด","ฝนตก",0,0,2,2,2,Low
2025,"นครสวรรค์","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,0,0,0,Low
2025,"ตราด","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,5,5,5,Medium
2025,"ประจวบคีรีขันธ์","ขับรถเร็วเกินอัตรากำหนด","ฝนตก",0,0,2,2,2,Low
2025,"มุกดาหาร","คน/รถ/สัตว์ตัดหน้ากระชั้นชิด","แจ่มใส",1,0,0,0,5,Medium
2025,"ประจวบคีรีขันธ์","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,0,0,0,Low
2025,"สุราษฎร์ธานี","ถนนลื่น","ฝนตก",0,0,0,0,0,Low
2025,"ราชบุรี","ไม่ให้สัญญาณชะลอ/เลี้ยว","แจ่มใส",0,0,2,2,2,Low
2025,"เชียงใหม่","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,2,2,2,Low
2025,"มหาสารคาม","ยางเสื่อมสภาพ/ยางแตก","แจ่มใส",0,0,1,1,1,Low
2025,"ขอนแก่น","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,0,0,0,Low
2025,"กาญจนบุรี","ระบบห้ามล้อขัดข้อง/ระบบเบรกชำรุด","แจ่มใส",0,0,1,1,1,Low
2025,"ปราจีนบุรี","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,0,0,0,Low
2025,"พัทลุง","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,0,0,0,Low
2025,"กระบี่","ขับรถเร็วเกินอัตรากำหนด","ฝนตก",0,0,2,2,2,Low
2025,"สุพรรณบุรี","หลับใน","แจ่มใส",0,0,0,0,0,Low
2025,"ระยอง","คน/รถ/สัตว์ตัดหน้ากระชั้นชิด","แจ่มใส",0,0,0,0,0,Low
2025,"ราชบุรี","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,0,0,0,Low
2025,"แพร่","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,1,1,1,Low
